valid	ok	63a9be997ab363a1f05ec19f4674e1a0bbf1a3beb1b87d89c90c9d48ad5a2716b1353f72e3400e33a1f5598c94236317d84f33669f338c3dfcb72ca2389f7700011000000087715091ae90f1866cf87060c8df0d6d0202000000010003020000000100042c000000004c0000020000000100000038a1d2d407d905458770fcae249a1d5a1521750ca1c3551563a97ff9d2c690f8059300000001010000000102200000003210f23076718eb2995a74b155df1356ec0883b11286913f9df73f09bd24bcc80304000000004c00000404000000020000000504000000010000000648000000979962fc05a040015160359bdad2f83dfb2549a4c4ab679e732b50c9c96b7af982d2285dd53c5e6d3022544688e80a324bcd54558b755cd40303d90cb738bd02581593ffcbb58977060400000001000000070800000001000000000000000858000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f7004010000000105080000000000000000000000090800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
valid-two-devices	ok	ccaddbc59154e1d8c2724b8cdd2846a4ae8745dd016e0c741f63c9e20b5e0bf951849be690706c72d9ea209681e255ca436bc871db9565f39b5b42a2c8b9d80e011000000087715091ae90f1866cf87060c8df0d6d0202000000010003020000000100042c000000004c0000020000000100000038a1d2d407d905458770fcae249a1d5a1521750ca1c3551563a97ff9d2c690f805930000000101000000010220000000f0c3d9f70b829749862306f2157613e2bea4d7443ae25bc9b31bca6bf8fbff860304000000004c000004040000000200000005040000000100000006480000002d613b4ac97961f06f2940e3834696c65e8ba0b1d3fd5c261c6be11d1dcd14a790a0de15d5f9e8b9bb78367e58ae2523568dbb8e0fb3ae9e3e30d9517dfe5b6fbc6a667ac032da55060400000001000000070800000001000000000000000858000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f700401000000010508000000000000000000000008570000000110000000008e1ae45af85e841299381f97d9902602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b3030500000070686f6e6504010000000105080000000000000000000000090800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
valid-two-slots	ok	d3bbf9ee8c0a30eb63bc0ac4369353c3179b157de0ce6575d1ef5b5e9c8f3a4a5b40c419bb00180c726ce0b696f244c2cd7580534a03c8594c8fa830618a0400011000000087715091ae90f1866cf87060c8df0d6d0202000000010003020000000100042c000000004c0000020000000100000038a1d2d407d905458770fcae249a1d5a1521750ca1c3551563a97ff9d2c690f805930000000101000000010220000000c21581b262cc0410b42edbd94a39cc2c340acda43524813dcad2a455064533f70304000000004c00000404000000020000000504000000010000000648000000a310754dd28c95d894464eedfb969d640c12ce1ce10a360ea961207138526c4a79556798fe0c9cf2e01fed8a1bf0250d4773801f6cea833b86e228bd848675c9629e557238024e640593000000010100000002022000000038fdbfffaf1d245125916d64909293d745352f7c49a317a696327b5afa8cb5220304000000004c00000404000000020000000504000000010000000648000000e51e11cf4e6fecf22e188db9bf6462d553af92499dab3e04eb87a909a58c5b57299220220550a38b242c967e49acbda971367c1b8ef28a0ef25292f84f29942a7cb1e4871c752657060400000001000000070800000001000000000000000858000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f7004010000000105080000000000000000000000090800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
valid-unknown-field	ok	6f27f3a9a3b71baf69fbab6e3330b3b1f13db835d730058d0be6151c4e1b2d7ffcfc3d1823ba4acc7bd5793fe1e2167902d0f273188e67a34c0841cd1c82c50c011000000087715091ae90f1866cf87060c8df0d6d0202000000010003020000000100042c000000004c0000020000000100000038a1d2d407d905458770fcae249a1d5a1521750ca1c3551563a97ff9d2c690f80593000000010100000001022000000034dc92551dafb1b6e12a2ad79970996c901818489164555c6ed80abbb3b7a4c60304000000004c00000404000000020000000504000000010000000648000000c4e71266dc12b260a16c25ec6ba883e88321f71d636a1f46ceb26c8410915ff6d53e16e9b81cd40fae216ca0f8a18d36e2aeecdecebedd66fcb0557ca781934e5867fa5c2ce36c49060400000001000000070800000001000000000000000858000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f7004010000000105080000000000000000000000090800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d7f090000001758634647b92e390b
valid-unknown-device-field	ok	886dfec99d5c11b2139f6a847f640ec30cf557475fd659481089943fb22589a22a267bae3405c7c5a8b9368c5fd82c60a247d9d3adb9f79fadb8ec2cb2c30e07011000000087715091ae90f1866cf87060c8df0d6d0202000000010003020000000100042c000000004c0000020000000100000038a1d2d407d905458770fcae249a1d5a1521750ca1c3551563a97ff9d2c690f8059300000001010000000102200000001f5133af89070f2d20af764ad9dcbb3823d0ca5c2e731c2e80a78f1dc6cbbf050304000000004c000004040000000200000005040000000100000006480000000b023181a3cad226b0566a2e05df76c5246d18516803f1fd7a0fa1155d38d3dda9546cff0f23ed174ede29d803424f9a78119698818b7e70b6081af19ce5b14ae363e3f26d6a1467060400000001000000070800000001000000000000000861000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f70040100000001050800000000000000000000007f040000003f1f8953090800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
valid-revoked-device	ok	77676bb8a37f670506a700030c34911cac18f95b185c65e1a255f6d73fa0a74d2bd3a96ae55c5bbc88663d3fbf6742bb4008cbb2f17242f04693688cb8d8d204011000000087715091ae90f1866cf87060c8df0d6d0202000000010003020000000100042c000000004c0000020000000100000038a1d2d407d905458770fcae249a1d5a1521750ca1c3551563a97ff9d2c690f8059300000001010000000102200000002aa9626cd7f9ea059fbc4f9e50b7fc871d3e7e166bf8fb2a6a5ee669de8059590304000000004c00000404000000020000000504000000010000000648000000266da89c22965dc3528959d5dcc5cba42ef5b3842c65813feb9a9a5fae7ba55870648fa1eaf6189764b54e2082f0ec47572f75710decc1f0513fa54d32f0f2fa7b1a821c921e75c5060400000001000000070800000001000000000000000865000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f700401000000020508000000000000000000000006080000000700000000000000090800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
err-dup-vault-id	err	310577acf26bc4f2277ecb79128aeaa3dda80277091eccbabcc78e2c728a1f40a9360cd72b34fb4163017dfa248844c81b3d69a0f7b889173126ab882d595909011000000087715091ae90f1866cf87060c8df0d6d011000000087715091ae90f1866cf87060c8df0d6d02020000000100030200000001000604000000010000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
err-out-of-order	err	ffaef280e209c45365d448fdcc60d4acb3a4f771e6dc71d237ebd2686322c78fd69d660b95be3df6233f373ae7f20080aca750873ad10b302dbb3ad4570bf50a011000000087715091ae90f1866cf87060c8df0d6d0a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d060400000001000000
err-dup-singleton	err	96c4b6a833d2adc24192bc9df16ee15f0cc3ba2403ee9320bf6b08daa4d50e65617c1f22e1c2573477082630a0fe5c0fb23dce130873cb390acb9ee954c2e40b011000000087715091ae90f1866cf87060c8df0d6d02020000000100020200000001000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
err-nonconsecutive-repeatable	err	ea5c167b7e45216cc3ed3fd488efdea5b5627021f27cf0ef5cfefd736a57e447f433a45c84c51a75d77165385318e5541a09f482a53ae3692ea51bc9d54d2d0b011000000087715091ae90f1866cf87060c8df0d6d02020000000100030200000001000604000000010000000858000000011000000065dbad039c37910260b51673f60cbf6602200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f7004010000000105080000000000000000000000090800000000000000000000000858000000011000000033bb261e6efb364e8567934c794545d102200000004721c592388477657cecd816f2b958be8834621602e4c276e7e4327f95de16b303060000006c6170746f70040100000001050800000000000000000000000a20000000870eccc9e02cdc64a009a6fce0a7a5b5bbc941213a216aee98bc1375f0a3c33d
